id,hierarchy_level,ccta95_code,name,name_en,description,is_marked
"030903","minor","030903","紫外線ランプＡ型","UVA lamps","紫外線ランプのうち、結膜炎を起こさない３１５−４００ｎｍの波長のもの．","0"
"030906","minor","030906","ＳＵＰ（選択的紫外線療法）と紫外線ランプＢ型*","SUP(Selective Ultraviolet Phototherapy) and UVB lamps","特定の波長を利用する紫外線療法用ランプおよび波長２８０−３１５ｎｍの紫外線ランプ．赤外線ランプは033003を参照．","1"
"030909","minor","030909","光線療法用保護眼鏡","Protective eye-glasses for light therapy ","紫外線は３１５ｎｍまでは結膜炎をおこすので，紫外線療法のときに眼球結膜を保護するもの．眼および顔面保護用具は090606を参照．","0"
"031200","middle","031200","腹部ヘルニア用具","Abdominal hernia aids","鼠径ヘルニア，臍ヘルニア，大腿ヘルニアなどの腹部ヘルニアに対して使用される用具． 腰仙椎装具は060306を参照．","0"
"031203","minor","031203","ヘルニアバンド","Hernia straps","鼠径ヘルニアに対する保存的療法としてヘルニア門を圧迫して腹くう内臓器の脱出を防止するバンド．","0"
"031206","minor","031206","ヘルニア用ガードル・帯","Hernia girdles and trusses","鼠径ヘルニアに対する腹くう内臓器の脱出を防止するガードル・帯．","0"
"031500","middle","031500","透析治療用具","Aids for dialysis therapy","人工腎臓による透析療法に用いる用具．注射器は0321を参照．細菌培養器材は032406を参照．血圧計は032409を参照．血液検査用器材は032412を参照．体温計は094803を参照．体重計は094806を参照．テーブルは1803を参照．照明器具は1806を参照．椅子，座位保持装置は1809を参照．収納家具は1836を参照．","0"
"031503","minor","031503","血液透析装置（ＨＤ）","Haemodialysis units (HD)","濃縮透析液を供給装置内で希釈し，温度を体温程度に上昇させ供給する装置．濃度および温度などの監視装置を備えている．透析装置・モニタ・送血ポンプ・ヘパリン注入器・気泡探知装置を含む． 透析装置は透析器と透析液供給装置からなる．透析器は，コイル型，平板積層型，中空線維型（hollow fiber型）の３種類がある．透析液供給装置は濃厚透析原液を電解質液として濃度を調整し，加温して供給するものである．モニタおよび気泡探知装置は，濃度，静脈圧，温度，透析圧を監視し，血液漏れ，気泡を探知する装置である．送血ポンプは，透析装置に患者血液を送るポンプである．ヘパリン注入器は，透析中 に血液凝固を防ぐためにヘパリンを注入するものである．","0"
"031506","minor","031506","持続的外来腹膜透析法（ＣＡＰＤ）装置","Units for continuous ambulant peritoneal dialysis(CAPD) ","腹腔内に注入する潅流液の貯液時間を長くして，１日４回程度の液交換をする腹膜透析法で，操作が簡略化されているため，患者自身あるいは家族が操作可能である．注入ユニットバッグ・フレーム・ヒーター・瘻孔カニューレを含む．","0"
"031512","minor","031512","透析用器材","Instrument sets for dialysis","透析時に使用するトレイ，ピンセット等の器材．消毒用器材は0322を参照","0"
"031800","middle","031800","投薬用具","Aids for dosing medicines","薬を投薬量と時間にしたがって配分する器具．注射器用自助具は032118を参照．瓶・缶・容器を開けるための補助具は240603を参照．","0"
"031803","minor","031803","投薬箱","Dosing boxes","薬を投薬量と時間にしたがって配分してあう箱．","0"
"032100","middle","032100","注射器","Injection materials","薬液を吸引し体内に注入する際に使用し，注射筒と注射針からなる．適用法には，皮下，筋肉内，静脈内，動脈内，腹腔内，脊髄腔内などがある．","0"
"032103","minor","032103","インジェクション・ガン","Injection guns","","0"
"032106","minor","032106","注射器（使い捨て，ディスポーザブル）","Injection syringes, single-use","消毒済みで使い捨ての注射器．","0"
"032109","minor","032109","注射器（再使用）","Injection syringes, multi-use","消毒して繰り返し使用する注射器．","0"
"032112","minor","032112","注射針（使い捨て，ディスポーザブル）","Injection needles, single-use","消毒済みで使い捨ての注射針．","0"
"032115","minor","032115","注射針（再使用または永続的使用）","Injection needles, multi-use or permanent use","消毒して繰り返し使用する注射針．","0"
"032118","minor","032118","注射器用自助具","Dosing aids in connection with injection syringes","弱視・全盲・手指機能障害者でも正確に注射量がわかる注射器吸引用具，インシュリンを吸い上げるための注射器用のカートリッジ，例えばインシュジェクト・ペンフィル・自動ピペットなど．","0"
"032121","minor","032121","注入ポンプ","Infusion pumps","輸液の流量や滴数を設定することにより注入量を調節するもの．インシュリン注入ポンプを含む.","0"
"032200","middle","032200","消毒用器材*","Sterilizing equipment","在宅で消毒に用いる器材一般．これは，ISO 999:1994 の改定案に含まれているのを前倒しで掲載したものである．","1"
"032400","middle","032400","身体機能および生理学的・生化学的検査器材","Physical, physiological and biochemical test equipment and materials","","0"
"032403","minor","032403","尿検査器材","Urinalysis equipment","","0"
"032406","minor","032406","細菌培養器材","Bacteria culture media and equipment","","0"
"032409","minor","032409","血圧計","Blood-pressure meters (sphygmomanometers)","血圧計には，カテーテルを血管内に挿入して直接圧力を測定する観血式と，圧迫帯（カフ）を利用した非観血式がある．後者にリバロッチ式（聴診法）とオシロメトリック式がある．水銀柱の代わりに半導体圧力センサを利用したものに電子血圧計がある．","0"
"032412","minor","032412","血液検査用器材","Blood analysis materials","","0"
"032415","minor","032415","心電計","Electrocardiogram (ECG) equipment","心筋に発生する電気的興奮を体表に装着した電極から電位差（電圧）変化として記録するもの．","0"
"032418","minor","032418","身体機能測定および評価用材料*","Physical test and evaluation materials","関節可動域・筋力・柔軟性などの身体機能を検査とその検査に用いる評価用具．関節角度計，メジャー，握力計など．","1"
"032489","minor","032489","その他の身体機能および生理学的・生化学的検査器材","Other physical, physiological and biochemical test equipment and materials","","0"
"032700","middle","032700","刺激装置","Stimulators","身体機能の修復・機能の増減または安定をはかる機器．機能的電気刺激装置・ハイブリッド装具は0615を参照．","0"
"032703","minor","032703","心臓刺激装置","Heart stimulators","電気除細動器とペースメーカがある．電気除細動器は，心室細動に対して，直接電流を経皮的に流して，心臓本来のリズムを回復させる装置である．ペースメーカは，間歇的に電気パルスを発生させ，心房，心室の筋肉を収縮させ，適正な心拍数を確保する装置．","0"
"032706","minor","032706","疼痛除去刺激装置","Stimulators for pain relief","表面電極を用いて通電することにより疼痛を軽減するもので，周波数，パルス幅，筋収縮時間の調節が可能である．","0"
"032709","minor","032709","筋刺激装置","Muscle stimulators not used as orthoses ","低周波を治療部位に通電させ，筋を収縮させることにより，疼痛をやわらげる装置．尿排泄刺激装置を含むが，装具として用いられないもの．","0"
"032712","minor","032712","バイブレータ","Vibrators","振動器","0"
"032715","minor","032715","耳鳴り遮蔽装置","Tinnitus masks","耳鳴りを軽減させるために外耳に装着する装置．耳鳴りマスカー．補聴器は2145を参照．","0"
"033000","middle","033000","温熱・寒冷療法用具","Aids for heat or cold treatment","","0"
"033003","minor","033003","温熱療法用具","Aids for heat treatment","温熱により疼痛の軽減，血行の促進，慢性皮膚疾患の治療などのために用いられる用具．懐炉・ホットパック・温湿布・パラフィン浴などがある．近赤外線あるいは遠赤外線を発する赤外線ランプを含む．","0"
"033006","minor","033006","寒冷療法用具","Aids for cold treatment","氷，冷水，エチールクロライド，ドライアイスなどによって低温度を患部に用いて治療する用具．氷枕・冷湿布などがある．","0"
"033300","middle","033300","褥瘡予防用具","Aids for pressure sore prevention (antidecubitus aids)","体圧の分散・軽減，圧迫部位の変更，圧迫時間の短縮，湿気の軽減などの機能を有し，座位用・臥位用あるいは局所用がある．身体に装着する保護用具は0906を参照．","0"
"033303","minor","033303","褥瘡予防クッション","Cushions for pressure sore prevention","体圧を適度に分散し，湿気を軽減して，床ずれを防止するクッションで，形は，方形・三角柱・円柱・円座などがあり，中身の材料として，エア，シリコン，ポリマ・ゲル，水，綿，ウール，ビーズなどが使われ，局所用・車いす用がある．シート，シートクッション，外転防止ブロックシートは180930を参照．","0"
"033306","minor","033306","褥瘡予防マットレス及びカバー","Mattresses and coverings for pressure sore prevention","体圧を適度に分散，湿気を軽減し，床ずれを防止するマットレス．エアマット，間欠式エアマット，ウォータ・マット，シープスキン，ムートンなどがある．シープスキンを含む．寝具類は181215を参照．マットレスは181218を参照．","0"
"033309","minor","033309","特殊な褥瘡予防装置","Special equipment for pressure sore prevention","ベッドの床板（または畳）とマットレス（または敷き布団）との間に設置し，マットレスの左右半分を傾斜させ体位を変換させる装置．単にポンプで左右の空気室に空気を送るものや，マットレスの上昇下降の間隔や，角度をコントロールするものなどがある．褥瘡予防警報器（paralarmなど）など一定の経過時間で警告を発し，姿勢変換を促す機器．","0"
"033312","minor","033312","褥瘡予防ベッド","Beds for pressure sore prevention","体位変換のため側臥位になるように，床面（床板）が横に傾くベッドで，前後方向に傾斜する装置を兼ねたものもある．手動式のものや，上昇下降の間隔や角度をコントロールして自動運転が可能なものがある．体位変換用具は1233を，ベッドは1812を参照．","0"
"033389","minor","033389","その他の褥瘡予防用具","Other aids for pressure sore prevention (antidecubitus aids)","","0"
"033600","middle","033600","知覚訓練機器*","Aids for perceptual training","刺激装置は0327を参照． 温熱・寒冷療法用具は0330を参照． コミュニケーション治療・訓練用具は0342を参照．運動・筋力・バランス訓練器具は0348を参照．","1"
"033900","middle","033900","視機能訓練用具","Aids for visual training","","0"
"033903","minor","033903","遮光用具","Aids for occlusion treatment","","0"
"034200","middle","034200","コミュニケーション治療・訓練用具","Aids for communication therapy and training","コミュニケーションの治療および訓練に使用する機器．代替・補助コミュニケーション訓練用具は0343を，録音機・受信機は2130を参照．","0"
"034203","minor","034203","バイブレータ椅子（聴覚障害者用）","Vibrating chairs (for deaf persons)","音声信号を電気的に振動に変換し，振動覚により感知する椅子．","0"
"034206","minor","034206","発声・発語訓練機器","Aids for voice and speech training","発声あるいは発語の訓練に使用する機器話し言葉訓練用具・摩擦音(S-，F-，Sch-)表示装置・聴覚周波数特性分析器を含む．","0"
"034209","minor","034209","語学訓練用具","Aids for language training","","0"
"034300","middle","034300","代替・補助コミュニケーション訓練用具*","Aids for training alternative and augmentative communication","意志伝達の方法あるいは手段に障害のある場合，それを代替あるいは補助する方法・手段を訓練に使用する用具．コミュニケーション関連用具は21を参照．この項目は，ISO 9999:1994 で新設の提案されたものであるが，前倒しで設定することにしたものである．しかし，ヨーロッパにもこの項目を設定することに強い反対があり，第２次改訂における結論を待つべきであるとの観点から，小分類項目は今回は見送ることにした．","1"
"034500","middle","034500","脊椎牽引療法用具","Aids for spinal traction","頚椎牽引と腰椎牽引に用いる器具．持続牽引と間歇牽引があり，牽引時間と牽引力が設定可能な装置がある．つり皮・水平金具を含む．","0"
"034800","middle","034800","運動・筋力・バランス訓練器具","Equipment for movement, strength and balance training ","運動機能の回復のための訓練用具．","0"
"034803","minor","034803","自転車エルゴメータ","Training and ergometer cycles","運動負荷装置の一種で，自転車を固定して車輪に一定の摩擦をかけ，この制動抵抗に運動を負荷する．座位型と仰臥位型がある．運動負荷試験や運動療法に用いる．","0"
"034806","minor","034806","平行棒・立位保持具","Parallel bars and supports for standing ","平行棒は，歩行練習時に手で支えるために，適切な高さと幅をもつよう平行におかれた２本の棒で，移動式，固定式，携帯式がある．立位保持具は，各支持部により立位を保持し，廃用性症候群の予防，抗重力筋の賦活，身体各部のアライメントの矯正のために用いる．","0"
"034812","minor","034812","手部訓練器具","Finger and hand exercise appliances","手指の関節可動域や筋力増強を行う機器．","0"
"034815","minor","034815","上肢・体幹・下肢訓練器具","Arm, trunk and leg exercise","上肢・体幹・下肢の関節可動域や筋力増強を行う機器肋木・トランポリン・体操用マット・バランスボードを含む．肋木は，関節可動域訓練，筋力増強訓練などのため使われ，壁面に取り付ける片面式と，両方より使用できる両面式がある．","0"
"034818","minor","034818","重錘バンド","Weighted cuffs","鉛板をレザーで包んである．可撓性があり，巻いたり伸ばしたりしやすい．","0"
"034821","minor","034821","傾斜台","Tilting tables","台が水平から垂直まで無段階に傾斜し，長期臥床による合併症や精神機能活動低下の予防や，体重負荷による身体機能の訓練に用いる．","0"
"034824","minor","034824","運動・筋力強化・バランス訓練用バイオフィードバック機器","Biofeedback devices for movement, strength and balance training","筋電を利用して筋の収縮度を音や光に変換し，筋力を増強する機器．重心計を利用し，重心の動揺を画面などで確認しバランスを訓練する機器，床反力計を利用し，加重負荷量を数値で確認しながら訓練する機器，特定の身体的または生理的行為に応じて，音声・視覚・触覚の信号を発する機器．","0"
"034827","minor","034827","治療中の姿勢保持装置","Aids for positioning the body during therapy","治療中に姿勢を保持する装置．","0"
"034830","minor","034830","機能訓練支援機器*","Assistive products for body functional training with robotic technology","介護職等が行う身体機能や生活機能の訓練における各業務（アセスメント・計画作成・訓練実施）を支援する機器・システム．ソフトウェア単体,アプリケーション等も含む．","1"
"035100","middle","035100","排泄訓練用具","Aids for continence training","","0"
"035103","minor","035103","失禁感知装置","Incontinence alarms","おむつやシートなどにセットしたセンサが，排尿を感知すると警報で知らせる装置．無線で通報するものもある．装具として用いられない筋刺激装置（排泄刺激装置を含む）は032709を参照．","0"
"035400","middle","035400","性行為補助具","Aids for sexual activities","性行為が可能な状態を準備するために使用する用具．刺激装置は0327を参照．シャワ器具は093309を参照．シート，クッション，外転防止ブロックシートは180930を参照．背もたれ，背クッション，背あては180933を参照．ベッドは1812を参照．","0"
"038900","middle","038900","その他の治療訓練用具","Other aids for therapy and training","","0"
"060000","major","060000","義肢・装具","Orthoses and prostheses","義肢は四肢の切断者もしくは欠損者に装着して失われた手足の機能と形態を代用するものであり，装具は身体の一部を固定あるいは支持して変形の予防や矯正をはかったり機能の代用を行うものである．生体内に埋め込まれる補填材料（人工骨，人工関節など）は含まない．腹部ヘルニア用具は0312を参照．","0"
"060300","middle","060300","体幹装具","Spinal orthotic systems","身体の体幹に用いる装具の総称であり，主に脊柱の支持，矯正等に用いられる．","0"
"060303","minor","060303","仙腸装具","Sacro-iliac orthoses","骨盤を包み，仙腸関節の動きを制限する装具．","0"
"060306","minor","060306","腰仙椎装具","Lumbo-sacral orthoses","骨盤から腰部にかけて装着し，腰椎と仙腸関節の動きを制限する装具．種類として，軟性，ナイト型，ウイリアム型等がある．","0"
"060309","minor","060309","胸腰仙椎装具","Thoraco-lumbo-sacral orthoses","骨盤から胸背部にかけて装着し，胸椎，腰椎，仙腸関節の動きを制限する装具．種類として，軟性，モールドジャケット，ジュエット型，テーラ型，ナイトテーラ型，スタインドラー型等がある．","0"
"060312","minor","060312","頚椎装具","Cervical orthoses","頚椎の運動を制限するとともに，頭の重量が頚椎にかかる負担を軽減させる目的に用いられる装具．種類として，支柱つき，モールド式等がある．","0"
"060315","minor","060315","頚胸椎装具","Cervico-thoracic orthoses","胸郭より頭蓋にかけて装着し，頚椎，胸椎の動きを制限する装具．","0"
"060318","minor","060318","頚胸腰仙椎装具","Cervico-thoraco-lumbo-sacral orthoses","頚椎から腰仙椎までの体幹部全体を支持し，運動を制限あるいは固定する装具．種類として，ハロー式等がある．","0"
"060390","minor","060390","体幹装具部品*","Parts of spinal orthoses","体幹装具に用いられる部品で，腰仙椎支柱，胸腰仙椎支柱，外側支柱，胸椎パッド，肩甲間バンド，腹部前当て，装具用また吊りなどがこれに含まれる．","1"
"060600","middle","060600","上肢装具","Upper limb orthotic systems(body worn)","上肢に用いられる装具の総称．","0"
"060603","minor","060603","指装具","Finger orthoses","ＩＰ関節の運動制限，固定に用いられる装具．種類として，ＩＰ屈曲補助装具，ＩＰ伸展補助装具，ＩＰ伸展補助装具（コイルスプリング式），ＩＰ伸展補助装具（針金わく式），指固定装具等がある．","0"
"060606","minor","060606","手部装具","Hand orthoses","主に，ＭＰ関節の運動の制御に用いられる装具．種類として，ＭＰ屈曲補助装具（ナックルベンダ），ＭＰ伸展補助装具（逆ナックルベンダ），短対立装具等がある．","0"
"060609","minor","060609","手関節装具","Wrist orthoses","手関節の運動を制御する装具．種類として手関節背屈装具（カップアップ・スプリント），トーマス型懸垂装具等がある．","0"
"060612","minor","060612","手関節指装具","Wrist-hand orthoses","手関節と指の運動を制御する装具．種類として，長対立装具，把持装具（フレキサーヒンジスプリント）等がある．","0"
"060615","minor","060615","肘装具","Elbow orthoses","肘関節の動作を制御する装具．上腕から前腕に及ぶ構造を持ち，肘固定装具，肘運動制御装具，肘運動補助装具等を含む．","0"
"060618","minor","060618","肘手関節装具","Elbow-wrist orthoses","肘関節と手関節の動きを制限する装具．","0"
"060621","minor","060621","肩装具","Shoulder orthoses","肩関節の動きを制限する装具．肩関節の固定及び安静を目的とする．","0"
"060624","minor","060624","肩肘装具","Shoulder-elbow orthoses","肩関節と肘関節の動きを制限する装具．","0"
"060627","minor","060627","肩肘手関節装具","Shoulder-elbow-wrist orthoses","肩関節，肘関節および手関節の動きを制限する装具．","0"
"060630","minor","060630","肩肘手関節指装具","Shoulder-elbow-wrist-hand orthoses","肩関節，肘関節，手関節および指関節の動きを制限する装具の総称．","0"
"060633","minor","060633","手継手","Wrist joints","上肢装具に組み込んで人体の手関節の運動を代償する構造部品．","0"
"060636","minor","060636","肘継手","Elbow joints","上肢装具に組み込んで人体の肘関節の運動を代償する構造部品．","0"
"060639","minor","060639","肩継手","Shoulder joints","上肢装具に組み込んで人体の肩関節の運動を代償する構造部品．","0"
"060689","minor","060689","その他の上肢装具部品*","Other parts of upper limb orthoses","上肢装具に用いられる部品で，手継手，肘継手，肩継手を除く各種継手，Ｃバーや対立バー等，母指用の外転補助装置やＩＰ伸展補助装置，各手指関節用のＭＰ伸展制御装置やＭＰ伸展制御装置等がこれに含まれる．","1"
"060900","middle","060900","非装着式上肢装具","Upper limb orthoses (non-body-worn)","車いす等に取り付けて使用する上肢装具で，肩，肘，前腕の機能を肩甲帯の挙上もしくは抑制で代償する．スウィベル式ＢＦＯ（Balanced Forearm Orthosis），ラジアル式ＢＦＯ等がある．","0"
"061200","middle","061200","下肢装具","Lower limb orthotic systems","下肢に用いられる装具の総称．","0"
"061203","minor","061203","足底装具（足装具）","Foot orthoses","足底と履き物の間に挿入して歩行を円滑に行わせる下肢装具．アーチサポート（ふまず支え），メタタルザルサポート（中足支え），補高，内側楔，外側楔等がある．","0"
"061206","minor","061206","短下肢装具","Ankle-foot orthoses","下腿部から足底に及ぶ構造を持ち，足関節の動きを制御する下肢装具．種類として，両側支柱付き，片側支柱付き，らせん状支柱付き，両側バネ支柱付き，後方板バネ支柱付き，プラスチック短下肢装具，インサート付きプラスチック短下肢装具等がある．","0"
"061209","minor","061209","膝装具","Knee orthoses","大腿部から下腿部に至る構造を持ち，膝関節の動きを制御する下肢装具．種類として，軟性，スエーデン式プラスチック膝装具等がある．","0"
"061212","minor","061212","長下肢装具","Knee-ankle-foot orthoses","大腿部から足底に至る構造を持ち，膝関節と足関節の動きを制御する下肢装具．両側支柱付き，片側支柱付き，坐骨支持式長下肢装具，ＵＣＬＡ式機能的長下肢装具，プラスチック長下肢装具等がある．","0"
"061215","minor","061215","股装具","Hip orthoses (including abduction orthoses)","骨盤から大腿部におよぶ構造を持ち，股関節の動きを制御する下肢装具．","0"
"061218","minor","061218","骨盤帯つき長下肢装具","Hip-knee-ancle-foot orthoses","骨盤から足底におよぶ構造を持ち，股関節，膝関節，足関節の動きを制御する下肢装具．","0"
"061221","minor","061221","足継手","Ankle joints","下肢装具に組み込んで人体の足関節の運動を代償する構造部品．遊動式，一方向制限付き，二方向制限付き等がある．","0"
"061224","minor","061224","膝継手","Knee joints","下肢装具に組み込んで人体の膝関節の運動を代償する構造部品．遊動式，膝伸展制限付き，ロック式等がある．","0"
"061227","minor","061227","股継手","Hip joints","下肢装具に組み込んで人体の股関節の運動を代償する構造部品．屈伸遊動式，伸展制限付き，内外転蝶番継手付き，ロック式等がある．","0"
"061289","minor","061289","その他の下肢装具部品*","Other parts of lower limb orthoses","下肢装具に用いられる部品で，各種支柱，骨盤帯，半月，バンド，足部等がこれに含まれる．","1"
"061290","minor","061290","その他の下肢装具","Other lower limb orthotic systems","","0"
"061500","middle","061500","機能的電気刺激装置・ハイブリッド装具","Functional electrical stimulators and hybrid orthotic systems","機能的電気刺激装置：麻痺肢の機能を電気刺激によって補助または制御する装置．運動神経系（遠心性神経系）の損傷により麻痺した四肢に対して，脳から筋への電気的な迂回路を形成して，電気刺激により筋収縮を起こして関節運動を制御する． ハイブリッド装具：機能的電気刺激装置を装具と併用して用い，拘束が必要な部分を装具に受け持たせて，全体として関節運動機能を改善するもの． 装具として用いられない刺激装置は0327を参照．","0"
"061800","middle","061800","義手","Upper limb prosthetic systems","切断もしくは欠損した上肢に用いる義肢の総称．本義手と仮義手に分類される．本義手には，作業用義手，能動義手，動力義手等がある．","0"
"061803","minor","061803","手部義手","Partial hand prostheses","手根部，中手部の切断および指を含めた手根中手部の切断に用いる義手．手根中手義手と同義語．手指義手（手指の切断に用いる義手）を含む．","0"
"061806","minor","061806","手義手","Wrist disarticulation prostheses","主として手関節離断に用いる義手","0"
"061809","minor","061809","前腕義手","Transradial (below elbow) prostheses","前腕切断に用いる義手．","0"
"061812","minor","061812","肘義手[Elbow disarticulation prostheses]肘関節離断および前腕極短断端に用いる義手．","","","0"
"061815","minor","061815","上腕義手","Transhumeral (above elbow) prostheses","上腕切断に用いる義手．","0"
"061818","minor","061818","肩義手","Shoulder disarticulation prostheses","肩関節離断および上腕極短断端に用いる義手．","0"
"061821","minor","061821","フォークォーター（肩甲胸郭間）切断義手","Forequarter amputation prostheses","肩甲胸郭間切断に用いる義手．","0"
"061824","minor","061824","能動ハンド","Artificial hands","手の外観を有した手先具で，コントロールケーブルを操作することによって手指の開閉動作を制御できる．","0"
"061827","minor","061827","能動フック・作業用手先具","Hooks and functional tools","能動フック：手指の機能を代償するように，手鈎形に弯曲した２本の金属製の指鈎を組み合わせた手先具で，可動指鈎と固定指鈎とから成る．可動指鈎の根元の制御レバーにコントロールケーブルを接続して開閉操作を行う． 作業用手先具：単一の作業に適した形態，機能をもつ専用の手先具で，手継手に連結して使用する．双嘴鉤，曲鉤，鎌持ち金具，鍬持ち金具，多鈎，丸環，物押さえなどがある． 義手の部品以外のものは2712参照．","0"
"061830","minor","061830","手継手","Wrist units","義手の前腕部と手先具（能動ハンド，能動フック，作業用手先具等）を連結するための継手．構造的に面摩擦式，軸摩擦式，迅速交換式，ユニバーサル式，屈曲用，手部回旋用等がある．","0"
"061833","minor","061833","肘継手","Elbow joints","義手の上腕部と前腕部を連結し，人体の肘関節運動を代償する継手．ブロック型とヒンジ型があり，それぞれに遊動式，手動ロック式，能動式がある．","0"
"061836","minor","061836","肩継手","Shoulder joints","人体の肩関節運動を代償する構造の義手継手部品．隔板肩継手，外転肩継手，屈曲外転肩継手，ユニバーサル肩継手がある．","0"
"061889","minor","061889","その他の義手部品*","Other parts of upper limb prostheses","義手に用いられる部品で，ハンド型やフック型などの手先具と各関節用の継手とを除く．各種のハーネスやカフなどのコントロール装置，グローブ等が含まれる．","1"
"061890","minor","061890","仮義手*","Temporary prostheses for early mobilisation of upper limb amputees","切断後まもなく，訓練のために装着する義手．本義手に対応する用語で，訓練用仮義手とも呼ばれる． 最終的に用いられる本義手に先立ち訓練などの目的で用いられる義手で，手先具のアライメントなどが調節できるようにしてあるもの．","1"
"061891","minor","061891","作業用義手*","Work prostheses","農林水産の作業や工場関係の重作業に適するよう，外観などよりも機能を優先した義手．作業内容に応じて専用の手先具が交換できるようにしたものもある．","1"
"062100","middle","062100","装飾用義手","Cosmetic and non-functional upper limb prostheses","外観の復元を第一義に考え，軽量化と見かけのよさを図った義手．","0"
"062400","middle","062400","義足","Lower limb prosthetic systems","切断もしくは欠損した下肢に用いる義肢の総称．構造により殻構造義足と骨格構造義足に分類され，最近ではモジュール化された骨格構造義足がよく用いられる．本義足と仮義足に分類される．本義足には常用義足，作業用義足がある．","0"
"062403","minor","062403","足根中足義足","Partial foot prostheses including toe prostheses","足根中足関節離断（リスフラン切断），中足骨切断などに用いる足袋式の義足．足指義足（足指の切断に用いる義足）を含む．","0"
"062406","minor","062406","果義足","Ankle disarticulation prostheses","Syme切断等に用いる義足．","0"
"062409","minor","062409","下腿義足","Transtibial (below knee) prostheses","下腿切断に用いる義足．ソケット，下腿部，足継手，足部から構成される．主にソケットの種類により，在来式，ＰＴＢ式，ＰＴＳ式，ＫＢＭ式，ＴＳＢ式等に分類される．","0"
"062412","minor","062412","膝義足","Knee disarticulation prostheses","膝関節離断に用いる義足．ソケット，膝継手，下腿部，足継手，足部から構成される．ソケットには従来式，全面接触式等がある．","0"
"062415","minor","062415","大腿義足","Transfemoral (above knee) prostheses","大腿切断に用いる義足．ソケット，大腿部，膝継手，下腿部，足継手，足部から構成される．ソケットの種類により，差し込み式，四辺形，坐骨収納型等がある．","0"
"062418","minor","062418","股義足","Hip disarticulation prostheses","股関節離断，極短断端大腿切断に用いる義足．ソケット，股継手，大腿部，膝継手，下腿部，足継手，足部から構成される．カナダ式，ティルティングテーブル式，受け皿式等がある．","0"
"062421","minor","062421","片側骨盤切断用義足","Hemipelvectomy prostheses","片側骨盤切断に用いる義足．","0"
